Index	NumberPSM	Proteins	MaxPepProb	ReferenceIntensity	PPV193	PPV229	PPV232	PPV423	PPV503	PPV508	PPV516	PPV526	Pool12	PPV242	PPV334	PPV377	PPV554	PPV715	PPV728	PPV661	PPV808	Pool13	PPV519	PPV546	PPV780	PPV842	PPV856	PPV942	PPV890	PPV934	Pool14	PPV875	PPV988	PPV315	PPV414	PPV449	PPV523	PPV632	PPV682	Pool15	
ADAM10	3	sp|O14672|ADA10_HUMAN;	0.9996	16.56278076527152	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.07851851188817349	0.42905418204603185	0.08026002058985249	0.33156173193901806	0.07692789729919713	0.24088237733720774	-0.10546766303947308	-0.08256779050103091	0.6835854429437518	0.8004122226330592	-0.20590861190829024	0.3214893315744729	0.8133277242569079	0.887558542506043	0.24287792935032604	0.08101112346786499	0.7942880338794343	-0.07691326284166422	0.57639072972967	0.5398373112598485	0.5188938625762693	0.7496335966402023	0.5680516808818927	0.9704005467260135	0.5108781911873752	0.8469892243612236	-0.017540129951429506	
ADAM22	4	sp|Q9P0K1|ADA22_HUMAN;	0.993	16.573982654840442	-0.10929785931262614	1.0224097562589831	0.7394510771023581	0.25155015092017496	-0.036887030063169846	0.3019705004682649	-0.05620382911095767	0.15513820673960232	1.3395940954336116	1.3740977092971143	1.0279303822773804	0.9993588566540925	0.5632171694457404	0.511459310184109	0.6601500734491754	0.6527707636429696	0.26577455816636864	1.1229207149679628	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03996746423180175	0.6390525497691657	-0.2614219329519436	0.042155684305532404	-0.3042945313113803	-0.6230431836229178	-0.1482681424253629	0.18000892081844366	0.5191728571246275	
ADAM23	3	sp|O75077|ADA23_HUMAN;	0.9956	14.634226228334883	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.5304253931463823	-0.2266708250269862	-0.5342435330236253	-0.7005998341970732	-0.43786840095305113	-0.43869252530764413	-0.5178006960776607	-0.37128423499722274	-0.6899097766419935	-0.02614263926580751	-0.037435138571966675	0.019717372305555703	-0.7839841952276387	-0.17442711575442882	0.06161495636549885	0.234959182988431	-0.057341823199811515	-0.03934612866954801	0.5935955976961309	0.5529280757057098	-0.4882368047367942	-0.09420120055972792	-0.2634235969060823	0.15162417679875873	-0.2560657343696935	0.08697739351183209	0.3186112841262716	
ADAMTS1	16	sp|Q9UHI8|ATS1_HUMAN;	1.0	20.55317824953764	0.5124065199675556	0.07555062421909131	0.002015399480066904	0.6713624846118362	-0.050384134491546106	0.3431209673982458	-0.15381060643719913	-0.04379832207413337	0.6571995361472518	-0.27118166845500014	-0.1694119449122069	-0.05463312968733014	-0.021870304419098208	0.11850480693018728	0.4598086623909827	-0.2319626773761243	-0.05386154829300516	0.12587184633112436	0.5720240807757735	-0.03789772452909368	-0.13599198530108536	0.7285178610245513	0.7027265600002943	0.7630959495223073	0.3572427364326525	0.5488109715759055	0.27526029561858323	0.34463938196234745	-0.12922280550124654	-0.12763972032480808	0.12041049878666144	-0.21744792841490845	-0.29895197082965463	-0.13330994928111028	-0.11471223194664759	-0.03457024761913807	
ADAMTS3	10	sp|O15072|ATS3_HUMAN;	0.9994	17.502249862905057	-1.2212484197607214	-0.5978008006640492	-0.6065511354060629	-0.38730920021481197	-1.273238504378643	-0.458186553280413	-1.4262382273985743	-0.4802739421734783	-0.05332124810483174	0.3241998233982901	0.12531346892002615	0.3961726640190637	0.7075843295094706	0.35398831833796596	-0.30886361113332583	-0.0897997014897225	0.04967884909951081	-0.027505154702719636	0.7571249907978155	0.30377065817347937	0.28713800397245537	-0.2743613611297082	0.300071301576355	0.2580779669941937	-0.06412323884853022	0.18819011207051783	-0.10172647804655721	0.3166721754385242	0.11640571739307681	-0.1622420036529837	0.2259351077214644	-0.5338471995232945	-0.5816220631276021	0.1324981860091281	0.1447275858492354	-0.3884599118312142	
ADAMTSL2	9	sp|Q86TH1|ATL2_HUMAN;	0.9998	16.846209960584336	-0.07228372001509342	0.16983609621389828	0.2055927790007095	0.3891743927521416	-0.710595801748342	0.08530113563469577	-0.4100486811252182	0.2714536121329072	0.8227772309427022	0.0024352279095012364	0.35050780815610016	-0.29831084840091204	0.3330794140753066	0.09102768305818643	-0.10508819819176374	0.578660316131054	0.11259209254061986	0.5793520375157968	0.19060720925465713	-0.11102863369555038	0.08733506845557004	0.37662494612809105	-0.5445188500891769	-0.0068185707824928166	-0.6553517492767171	0.5705707426857209	0.7221932684700185	0.3634252237315265	0.15865474563188364	0.267423509080742	-0.17767086386776132	0.23030764268960535	-0.06972875910237875	0.4235376214652309	0.018225446130395895	0.7343163968222193	
ADD2	3	sp|P35612|ADDB_HUMAN;	1.0	15.90920010966939	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.23672799187704108	-1.1758626443100249	0.19156133910931672	2.384773629998564	-0.9342167388456337	0.40437863877769775	0.002752774684434911	0.5584363055411776	-0.1313717464641968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8792168017249464	1.5869785971165742	0.752765002880305	1.0166720953040453	-0.34734402515177365	0.967882364270551	NA	
ADGRA2	2	sp|Q96PE1|AGRA2_HUMAN;	0.9998	14.685341149877022	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1326794662171178	-0.1268274262068929	0.47887304010980714	0.4126977002177852	0.04609932690982088	0.3544868494350002	-0.4284950344107017	0.07989798051879582	0.3206913040109107	0.10366462606286309	-0.13742066253588092	0.02650469278388501	0.025924620943284182	0.07989900546807949	-0.046301842305645824	0.19020086496331556	0.9258273402235737	0.04875886704071952	NA	NA	NA	NA	NA	NA	NA	NA	NA	
ADGRB2	2	sp|O60241|AGRB2_HUMAN;	0.9956	16.16439003730928	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.35961456476348275	-0.38331207012264423	-0.5667446010001385	-0.21481413993858434	-0.45361177133841846	-0.4467324073257295	-0.2548873849767883	-0.08044996013722816	-0.24397833263211233	-0.2933201757843973	-0.07114262916267755	-0.2896300524410793	-0.590075554055888	-0.5948583734168968	-0.16766442640967094	-0.3379685740063576	0.02550311401236449	-0.29161807357859004	NA	NA	NA	NA	NA	NA	NA	NA	NA	
ADGRL1	10	sp|O94910|AGRL1_HUMAN;	0.9999	18.702260428938093	-1.1475102454577684	-0.2392740502253048	0.006247620147717292	-0.05917622763892538	-0.7432735335011404	0.06622126551794416	-0.26057084063667446	-0.3896970906307109	0.7687701954517379	-0.030477755881177515	0.6284658556073963	0.6537353796073866	0.5255208908241626	0.1417060062696125	0.1099101729701708	-0.32863543622861435	0.3821582263831207	0.18827623118281878	1.0646622657109743	0.5228691014234794	0.3919944292452926	-0.3512826875271635	0.1522401482156388	-0.2606190870731191	-0.14868834801647823	-0.2970380109026678	0.6433669971480498	0.24721525762677787	0.3466128919578644	-0.783326416966637	-0.2253213266427645	-0.640408191462928	0.20952640823041957	-0.9476109389155116	-0.2896989237186549	0.3325056552999994	
ADGRL2	1	sp|O95490|AGRL2_HUMAN;	0.9978	12.77780603019623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.957617266279176	-1.2510475550697908	-0.8565645223844998	-1.1458059218612577	-1.021622606168294	-1.4779238004192266	-0.8098938994207234	-0.7434480629906304	-1.6679012821190558	
ADGRL3	7	sp|Q9HAR2|AGRL3_HUMAN;	0.9998	17.21626950123593	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27838344704994356	0.1524495127169545	0.3125858497406311	0.006344031127521799	-0.0049677621674275585	0.1427200494474139	-0.04583607860717631	0.09646034785926627	0.12355926250543003	0.31553167144355143	0.26306892654417435	0.25153123306958536	0.049060052668631116	0.3321104343707697	-0.061592939410871406	0.15706965899540792	0.3792566132209183	0.4959273326355378	0.5894218264435849	0.9023957619738674	0.4405779139631205	-1.4347296283922697	-0.6376859107060993	-0.42790372570470225	-1.0387156014382999	0.023514003612731926	0.3489547439717011	
ADIPOQ	7	sp|Q15848|ADIPO_HUMAN;	1.0	18.72158205991711	-1.0437247805977892	-1.529095793539498	-1.6197796148251626	-1.7458771404855495	-1.2464933756526237	-2.1813592389752996	-1.2861110707811223	-1.549524006818272	0.04168971190626669	-2.0564669155952426	-0.08067457385693233	-2.551490719972156	-2.246766687931544	-2.3621327095947473	-1.7330632767587222	-0.9487761068299214	-2.3827411679827453	0.559534505377119	-2.774704575071657	-0.30373809601758595	-0.1625390391269037	3.376967813213419	-0.9399849707830255	0.015592444757076773	1.050580798643304	0.7607656494759887	0.8094321688851425	-0.0015375403056547832	1.1959339875445343	-1.5877871388188636	0.015146630767153724	-0.9274237154970084	-1.9063479248496664	2.1760029936931646	-1.7141897465809182	0.38728814019925917	
ADM	9	sp|P35318|ADML_HUMAN;	1.0	18.79225308952763	-0.3408438864154064	-0.6144847556781565	0.18997403196778162	1.7480292957129206	-0.6444436035254615	0.44819872662021787	0.3380967072454588	0.9822083699900563	-0.4389975568336477	0.17978865695542545	-0.03959530733484806	0.9739364594826281	1.8848500567015374	1.3324993077865068	0.6733569529131813	0.7006327735834219	0.19430414365879933	-0.025978395113638086	0.3699849044080574	0.8063499249697879	0.5607753129856055	0.4112899055291148	0.48283226811065116	0.45326951634893264	1.0502091511837368	1.1080269303192676	0.09778836069923624	1.2200572454784964	0.4497657680531937	0.04924901186473907	0.5655109751993352	0.09404288181956577	-0.5181229337159365	-0.09043975635399981	0.7637392085671735	-0.17755489010174585	
ADSL	1	sp|P30566|PUR8_HUMAN;	1.0	14.189663513620465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05297018690268285	0.17982957811940103	-0.027909028918249756	-0.08226102492176501	0.6812421444023942	0.4661728223074486	0.012250556526738787	-0.29990509781558217	-0.8550163359286351	NA	NA	NA	NA	NA	NA	NA	NA	NA	
AEBP1	3	sp|Q8IUX7|AEBP1_HUMAN;	0.9967	16.195478705110155	0.3673218988626896	-0.19183179685896423	0.41043841966344186	-0.19426870200069057	0.6154429892102442	-0.27930207683612984	1.2153790061596776	0.16310129892803005	-0.6353585885710706	-0.49945602785803445	-0.23067201632861734	-0.21455287669116174	-0.07172157535933588	-0.17845942671746062	-0.5466552556473889	0.32722915598463054	-0.21766962117930078	-0.3723923336381336	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.9268246279473584	-0.919548823550091	0.5876926037689119	0.8843557540276903	0.9023289782186561	0.8289268973548367	-0.012517254879989892	1.163307601212768	-0.20244979920906303	
AFM	537	sp|P43652|AFAM_HUMAN;	1.0	26.690398755925386	0.7235285977090875	1.0263924719011461	1.5695104973476584	0.3408051939824661	1.1789901004156231	0.45091417877217665	0.6122440435097154	0.23898986709150272	0.0863083929052233	0.4905497682802462	0.5684980542850737	-0.014586295098578006	-0.5990735335488613	-0.11676757062372634	-0.8779466447894286	0.2972746942612261	0.5844199918072785	0.0452606363452297	-0.945094625802338	0.4889818180881482	-0.3836732248197454	-0.4179239381090767	-0.7649839218987262	-0.11608771943393448	-0.18923350161949726	-1.2929758253941266	0.11097212315212701	0.2047342988304357	0.7820253633122825	0.029183228914052783	0.02985935512089899	-0.16771263813998427	-0.9033671634355951	0.09379661900361036	-0.6310725972997027	0.20337525197503226	
AGA	12	sp|P20933|ASPG_HUMAN;	1.0	20.676504570861752	-0.09975347598632034	0.7353789719456953	0.703749396672471	-0.08823840815446182	-0.22233155334001875	0.8316995064573067	0.317359744501843	-0.25209384712760663	1.2957185260752797	0.31772169711380904	1.1615568519393462	0.014671778645711342	-0.42496815020028267	-0.6584382597286877	-0.1213784453992659	-0.38629199946222315	4.7492268853410735E-4	0.8822862673718248	0.8277202799142609	0.5148500239026479	-0.32574741771018223	-0.8664547420670221	0.13076613655779123	0.25448458422531806	-0.14755379363504817	-0.29331133303530876	0.7208211464805423	0.17128387064720973	0.47708317514138354	-0.31266739253381814	-0.3488416890193644	-0.46358363763868127	-0.6693047265612124	-0.351722997986581	0.04047562802973559	0.5042545095354809	
AGRN	209	sp|O00468|AGRIN_HUMAN;	1.0	21.71733397044979	-0.5270565504609586	0.07529976204731437	0.33686803670202803	0.23030069614263926	-0.3366014435245752	0.1425254780477232	-0.08673899429343379	-0.3270711158667643	0.048751037239672446	0.7892815661964399	-0.14896473111940667	0.7621339692093514	-0.08264725341899348	-0.2656705664646024	-0.3399985180728855	-0.18526942873157104	0.344464842519967	0.0015658848584720886	0.5787842960776439	0.15793488610080608	0.1898547013414036	-0.37917822519969935	-0.03667936075920242	0.026966614268269407	0.18787956990652566	0.11593863104105573	0.09814077904334795	0.9525432671517318	0.0	0.2436477613749437	-0.7505714300362962	-0.12624620702474498	-0.6388215107626323	-0.6611613579089255	-0.44412841757455546	0.1250624620715417	
AGT	241	sp|P01019|ANGT_HUMAN;	1.0	28.238691886601252	0.3038533199695346	0.8097768228427222	1.183656815253035	0.02025387941240897	0.7177704141784336	0.16088538796005736	0.1385828058031109	0.05364577074832866	0.019531796376944133	0.32782161168503343	0.48742842327205294	-0.013648923059069062	-0.7117941113968365	0.0755083504667331	-0.290314027740628	0.6407859498652648	0.4305824850496016	0.06015582618660886	-0.6113146891969761	0.2728476889803577	-0.027931743463802672	0.03437072503994898	-0.4154878370188344	0.1748443206282686	-0.10068856187271935	-0.7811156174558853	0.11476322687654772	-0.1845401077298381	0.4316177600549178	-0.12408611955630011	-0.5860213752081007	-0.15050730819749614	-0.6033215446084235	0.05959690394004458	-0.8168423834958372	0.03582796669053323	
AHCY	13	sp|P23526|SAHH_HUMAN;	1.0	19.21440793803524	-0.5623501374625421	-0.6312426352396461	-0.5315859684200488	-0.6064256791350511	0.19555040201376794	-1.0508431232231388	1.8859414897290705	-0.1531066824351921	-0.7206000048688295	-1.3171020919716607	-1.4611787929193913	-1.1288528045347865	0.012071410343847067	-0.6623618946252563	0.08681684712728188	1.211792230660663	0.6882720830768081	-1.077961278216172	-2.8274836520684046	-2.3828256339748553	0.6467292304997287	0.5714744635849023	-0.49093931886129827	-0.9950058066436616	1.9337189155157843	1.6014867001710957	-1.9819587352590133	-1.7023504799809106	-1.7678307766687062	2.232997852968505	2.1411645302755344	2.230807551268704	2.088190046563139	1.4823352945439314	2.4662032130143015	-1.7185162863366887	
AHSG	309	sp|P02765|FETUA_HUMAN;	1.0	28.459743177740062	0.6136937066806274	0.7988697306292636	0.5970535442161458	0.09377262879001957	0.7436202780362926	0.055429039157329996	0.06955377978832455	0.17935273508334326	-0.1592389885793355	0.12501213851531645	-0.011906582760217166	-0.5012293613993188	-0.18970636382206907	-0.20628657385988536	-0.25861489076664146	0.22298797467665565	0.5060649337811842	-0.18179657291817897	-0.521091565033859	0.5300398712853305	-0.4091181184414068	-0.2569139843213204	-0.3823018423975926	-0.08165455616880246	-0.2790150791854029	-0.2018368199554601	-0.17785027790781172	-0.26792997919865025	1.1296881176688478	-0.1746930505928166	0.4648520525530566	-0.2457143927460903	-0.6642871365297065	-0.03016512367536439	-0.29987098725097816	-0.0433348946440848	
AJAP1	3	sp|Q9UKB5|AJAP1_HUMAN;	0.9987	14.362464442677041	-0.3665089401607755	-0.44596959528091684	-0.017469273405505525	0.5583322701843239	-0.60322859821291	-0.39492962931051245	0.007095903192599451	0.6053131929668787	-0.6754644467117159	0.7318215515938356	1.0109265395693678	1.7948413149172477	1.4912089034823057	1.1585490043557263	0.23726531782774707	1.1998601976437921	0.45713352038140975	1.0689460931505046	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6212069217710652	0.48843849530346084	0.4358054731219978	-0.2548711043343195	0.30261820956608165	-0.5123878438523484	0.4327989206626981	0.13322712284783123	0.8598739557351394	
AK1	9	sp|P00568|KAD1_HUMAN;	1.0	18.545120318895123	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.7398328316802232	-0.7771417877640059	-0.9477344175413869	-0.9809235116335029	0.30274686030073905	0.5197371465777643	-0.009974036380844709	1.0445119656846806	0.2881477575408571	NA	-1.0485807637083688	-0.22260967971809942	-1.1689595272818005	-1.012522716791021	-0.9310194957180351	1.4777095563829543	1.1254226369172127	-2.2332538159867745	-1.8203022191613392	-2.012258156454151	2.39159080613757	2.9596229798497697	2.2838198710792765	2.8630372004387024	1.6348061176035875	3.2993342087825717	-1.1505907003687108	
